timestamp,open,high,low,close,volume
2018-05-15 06:00:00,732.1,736.67,730.94,733.0,766208.66
2018-05-15 07:00:00,733.0,735.99,730.45,733.82,259456.87
2018-05-15 08:00:00,733.82,734.92,721.58,731.68,2860231.46
2018-05-15 09:00:00,731.68,731.82,726.98,727.32,438411.32
2018-05-15 10:00:00,727.32,739.37,725.04,733.59,1424387.9
2018-05-15 11:00:00,733.59,737.14,728.53,730.24,1059293.78
2018-05-15 12:00:00,730.24,734.74,729.57,733.8,271730.05
2018-05-15 13:00:00,733.8,734.16,726.08,728.96,681927.61
2018-05-15 14:00:00,728.96,729.42,708.87,711.86,1985400.91
2018-05-15 15:00:00,711.86,722.34,708.32,720.64,966882.15
2018-05-15 16:00:00,720.64,732.0,716.88,723.75,947869.88
2018-05-15 17:00:00,723.75,731.0,713.82,717.18,1363631.83
2018-05-15 18:00:00,717.18,717.2,707.83,712.39,905331.26
2018-05-15 19:00:00,712.39,715.69,707.28,713.0,717224.89
2018-05-15 20:00:00,713.0,714.99,709.41,712.48,298321.99
2018-05-15 21:00:00,712.48,714.44,707.39,707.84,111062.32
2018-05-15 22:00:00,707.84,711.29,695.74,700.99,722734.02
2018-05-15 23:00:00,700.99,710.15,699.05,707.38,180311.96
2018-05-16 00:00:00,707.38,710.09,698.35,701.99,276275.08
2018-05-16 01:00:00,701.99,701.99,690.04,692.87,897943.58
2018-05-16 02:00:00,692.87,692.99,675.51,681.36,1517460.1
2018-05-16 03:00:00,681.36,692.14,679.08,679.76,856533.18
2018-05-16 04:00:00,679.76,690.99,679.75,685.99,529479.73
2018-05-16 05:00:00,685.99,686.6,680.2,684.28,171448.76
2018-05-16 06:00:00,684.28,688.78,682.65,686.67,381753.03
2018-05-16 07:00:00,686.67,694.43,685.79,691.57,275257.36
2018-05-16 08:00:00,691.57,691.57,682.76,687.88,706443.93
2018-05-16 09:00:00,687.88,693.65,684.38,692.3,149801.03
2018-05-16 10:00:00,692.3,708.62,692.3,702.61,1519575.34
2018-05-16 11:00:00,702.61,712.0,701.45,706.0,298400.51
2018-05-16 12:00:00,706.0,709.87,702.26,704.01,415819.25
2018-05-16 13:00:00,704.01,705.29,674.57,683.74,1850163.34
2018-05-16 14:00:00,683.74,694.51,683.66,691.91,647846.94
2018-05-16 15:00:00,691.91,702.08,691.68,697.31,1326941.88
2018-05-16 16:00:00,697.31,703.0,689.41,694.82,693991.95
2018-05-16 17:00:00,694.82,699.0,692.64,693.53,781073.31
2018-05-16 18:00:00,693.53,702.84,693.42,696.72,822737.36
2018-05-16 19:00:00,696.72,703.99,695.5,695.5,526576.51
2018-05-16 20:00:00,695.5,697.8,692.92,695.6,176133.84
2018-05-16 21:00:00,695.6,695.7,691.83,693.6,55815.68
2018-05-16 22:00:00,693.6,704.49,693.6,700.31,190409.37
2018-05-16 23:00:00,700.31,708.46,700.31,706.88,1729529.74
2018-05-17 00:00:00,706.88,714.99,706.56,711.0,401354.06
2018-05-17 01:00:00,711.0,715.0,705.33,712.86,2108525.95
2018-05-17 02:00:00,712.86,715.77,710.46,713.09,2276397.71
2018-05-17 03:00:00,713.09,718.9,707.11,710.94,701256.75
2018-05-17 04:00:00,710.94,713.0,708.3,708.3,68747.25
2018-05-17 05:00:00,708.3,712.31,706.3,710.27,537539.36
2018-05-17 06:00:00,710.27,712.15,706.45,706.45,776394.55
2018-05-17 07:00:00,706.45,707.88,695.01,697.99,2861826.73
2018-05-17 08:00:00,697.99,701.29,695.51,698.45,835552.0
2018-05-17 09:00:00,698.45,703.08,697.43,701.62,1662472.02
2018-05-17 10:00:00,701.62,702.6,695.07,699.03,2045252.98
2018-05-17 11:00:00,699.03,701.34,697.63,698.7,969340.26
