timestamp,funding_rate,mark_price
2026-06-29 00:00:00,-2.34101770987e-05,
2026-06-29 08:00:00,6.1876644647e-06,
2026-06-29 16:00:00,1.56100614198e-05,
2026-06-30 00:00:00,3.80240674401e-05,
2026-06-30 08:00:00,-6.0488193957e-06,
2026-06-30 16:00:00,7.21824183872e-05,
2026-07-01 00:00:00,6.60988957706e-05,
2026-07-01 08:00:00,3.03769550576e-05,
2026-07-01 16:00:00,9.0161202807e-06,
2026-07-02 00:00:00,2.15009551479e-05,
2026-07-02 08:00:00,6.07032025056e-05,
2026-07-02 16:00:00,4.17278103235e-05,
2026-07-03 00:00:00,3.67640954252e-05,
2026-07-03 08:00:00,7.76998564309e-05,
2026-07-03 16:00:00,5.88368007291e-05,
2026-07-04 00:00:00,7.24813657104e-05,
2026-07-04 08:00:00,7.45597493041e-05,
2026-07-04 16:00:00,2.28901001596e-05,
2026-07-05 00:00:00,9.68990038946e-05,
2026-07-05 08:00:00,7.03063439524e-05,
2026-07-05 16:00:00,5.63044651547e-05,
2026-07-06 00:00:00,6.62427337674e-05,
2026-07-06 08:00:00,6.10400190784e-05,
2026-07-06 16:00:00,4.94066073094e-05,
2026-07-07 00:00:00,9.25998620273e-05,
2026-07-07 08:00:00,5.26322924488e-05,
2026-07-07 16:00:00,3.54451387017e-05,
2026-07-08 00:00:00,4.56793237861e-05,
2026-07-08 08:00:00,2.93051602703e-05,
2026-07-08 16:00:00,8.04853240237e-05,
2026-07-09 00:00:00,2.70502736983e-05,
2026-07-09 08:00:00,-8.6390853462e-06,
2026-07-09 16:00:00,4.21208700726e-05,
2026-07-10 00:00:00,2.88771231982e-05,
2026-07-10 08:00:00,5.03523904176e-05,
2026-07-10 16:00:00,-2.1531631174e-06,
2026-07-11 00:00:00,3.10694109403e-05,
2026-07-11 08:00:00,-3.21065333534e-05,
2026-07-11 16:00:00,-1.05100711028e-05,
2026-07-12 00:00:00,-3.05826141828e-05,
2026-07-12 08:00:00,-1.80494264056e-05,
2026-07-12 16:00:00,-1.49280788989e-05,
2026-07-13 00:00:00,-1.9284312303e-05,
2026-07-13 08:00:00,5.73308230271e-05,
2026-07-13 16:00:00,-3.8104382994e-06,
2026-07-14 00:00:00,1.23850005236e-05,
2026-07-14 08:00:00,5.010183463e-07,
2026-07-14 16:00:00,4.38677177839e-05,
2026-07-15 00:00:00,7.2200760681e-06,
2026-07-15 08:00:00,6.09661220377e-05,
2026-07-15 16:00:00,2.75465227283e-05,
2026-07-16 00:00:00,4.08086469783e-05,
2026-07-16 08:00:00,7.61611320942e-05,
2026-07-16 16:00:00,3.66753143679e-05,
2026-07-17 00:00:00,6.8512360485e-05,
2026-07-17 08:00:00,6.77113654724e-05,
2026-07-17 16:00:00,3.69963698486e-05,
2026-07-18 00:00:00,-2.95985967298e-05,
2026-07-18 08:00:00,-3.01450665353e-05,
2026-07-18 16:00:00,8.6559930819e-06,
2026-07-19 00:00:00,-2.58329348864e-05,
2026-07-19 08:00:00,1.25871505438e-05,
2026-07-19 16:00:00,6.74808766784e-05,
2026-07-20 00:00:00,1.48006644307e-05,
2026-07-20 08:00:00,-2.2207834139e-06,
2026-07-20 16:00:00,-5.9409107398e-06,
2026-07-21 00:00:00,1.58882774007e-05,
2026-07-21 08:00:00,-4.45163079178e-05,
2026-07-21 16:00:00,-8.448823037e-07,
2026-07-22 00:00:00,-3.08424179407e-05,
2026-07-22 08:00:00,-2.55962269609e-05,
2026-07-22 16:00:00,-1.40415231133e-05,
2026-07-23 00:00:00,3.843646923e-07,
2026-07-23 08:00:00,8.9193515735e-06,
2026-07-23 16:00:00,-6.869855277e-07,
2026-07-24 00:00:00,-3.65408707853e-05,
2026-07-24 08:00:00,-5.27169993112e-05,
2026-07-24 16:00:00,4.49126092244e-05,
2026-07-25 00:00:00,1.99106359241e-05,
2026-07-25 08:00:00,6.3860019022e-05,
2026-07-25 16:00:00,3.30618818075e-05,
2026-07-26 00:00:00,1.29977466092e-05,
2026-07-26 08:00:00,2.12251466303e-05,
2026-07-26 16:00:00,2.20730758221e-05,
2026-07-27 00:00:00,5.1883489743e-05,
2026-07-27 08:00:00,2.80698073452e-05,
2026-07-27 16:00:00,4.5289516199e-06,
2026-07-28 00:00:00,4.9488462759e-06,
2026-07-28 08:00:00,-1.22022483673e-05,
2026-07-28 16:00:00,-6.8647534945e-06,
2026-07-29 00:00:00,1.68559808199e-05,
2026-07-29 08:00:00,1.65477485e-05,
2026-07-29 16:00:00,-8.563046805e-06,
2026-07-30 00:00:00,4.05143713341e-05,
2026-07-30 08:00:00,2.40826545597e-05,
2026-07-30 16:00:00,1.97473818978e-05,
2026-07-31 00:00:00,2.37493300502e-05,
2026-07-31 08:00:00,3.86844546564e-05,
2026-07-31 16:00:00,1.76944057637e-05,
2026-08-01 00:00:00,-1.56100214736e-05,
